Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department,Cost
Pictorial initial N (page 26) from HISTOIRE NATURELLE,Démétrius Emmanuel Galanis,(French),-1882,-1966,(Male),1939,Prints & Illustrated Books," 1,212 "
Title page from 2 POEMAS,Antonio Frasconi,(American),-1919,-2013,(Male),1953,Prints & Illustrated Books," 1,268 "
Evening,Harold Altman,(American),-1924,-2003,(Male),1960,Prints & Illustrated Books," 1,360 "
Wash Day - Rural Electrification Administration,Lester Beall,(American),-1903,-1969,(Male),1937,Architecture & Design, 942 
The Feast (Le Banquet) from Lysistrata,Pablo Picasso,(Spanish),-1881,-1973,(Male),1934,Prints & Illustrated Books," 1,426 "
Methane Sea,Terry Adkins,(American),-1953,-2014,(Male),2013,Painting & Sculpture, 996 
LES CONSTRUCTEURS,Fernand Léger,(French),-1881,-1955,(Male),1951,Prints & Illustrated Books," 1,038 "
Platter,Ernst Lichtblau,(American),-1883,-1963,(Male),1950,Architecture & Design," 1,353 "
"Menemsha, Martha's Vineyard",Mitch Epstein,(American),-1952,,(Male),1982,Photography," 1,141 "
"Spiraling Eyes, frontispiece, from the illustrated book, Les Éditions du Solstice: Annuaire de la Décennie, 1989-1999",Louise Bourgeois,(American),-1911,-2010,(Female),1999,Prints & Illustrated Books," 1,036 "
Color separation for Earthy Embankment (Chausée Terreuse) from the portfolio Spaces and Places (Aires et lieux) from Phenomena (Les Phénomènes),Jean Dubuffet,(French),-1901,-1985,(Male),-1966,Prints & Illustrated Books, 927 
Tailpiece (page 223) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,(French),-1870,-1943,(Male),1893-1903,Prints & Illustrated Books," 1,010 "
Untitled. (two elephants and a rhinoceros),Garry Winogrand,(American),-1928,-1984,(Male),1962-1963,Photography," 1,455 "
The Twist Folies bourgeoises,Claude Chabrol,(French),-1930,-2010,(Male),1976,Film," 1,008 "
Paper in River,Roman Signer,(Swiss),-1938,,(Male),1980,Media and Performance Art," 1,135 "
The Sleepers of Fort Vaux (Gas Victims) [Die Schlafenden von Fort Vaux (Gas-Tote)] from The War (Der Krieg),Otto Dix,(German),-1891,-1969,(Male),-1924,Prints & Illustrated Books," 1,180 "
"Provide the Sinews of War, Buy Liberty Bonds",Joseph Pennell,(American),-1860,-1926,(Male),1918,Architecture & Design," 1,228 "
Embracing the Tree II,Louise Bourgeois,(American),-1911,-2010,(Female),2001,Prints & Illustrated Books," 1,320 "
100 Years,Hans-Peter Feldmann,(German),-1941,,(Male),2001,Photography," 1,036 "
Mountain of the Holy Cross,William Henry Jackson,(American),-1843,-1942,(Male),1873,Photography," 1,393 "
Das Gute Duenken,Tomas Schmit,(German),-1943,-2006,(Male),1970,Prints & Illustrated Books," 1,190 "
Composition VI - Curve and Diagonals (State I),Werner Drewes,(American),-1899,-1985,(Male),1934,Prints & Illustrated Books," 1,430 "
"150,000,000. Poema",Nikolai Denisovskii,(),,,(Male),1937,Prints & Illustrated Books," 1,370 "
Study for Do the Dance,Elizabeth Murray,(American),-1940,-2007,(Female),2005,Drawings," 1,453 "
"Billboard Painters, Florida",Walker Evans,(American),-1903,-1975,(Male),c. 1934,Photography," 1,489 "
Untitled,Unknown,(),,,(),c. 1990,Photography," 1,197 "
First Violinist in Gypsy Band,August Sander,(German),-1876,-1964,(Male),c. 1930,Photography," 1,049 "
Jacqueline,Man Ray (Emmanuel Radnitzky),(American),-1890,-1976,(Male),1930,Photography," 1,151 "
Untitled from The French Portfolio,Joel Meyerowitz,(American),-1938,,(Male),1980,Photography," 1,121 "
"""Mush-Fakers"" and Ginger-Beer Makers",John Thomson,(British),-1837,-1921,(Male),1877,Photography," 1,280 "
Karl Moor and His Father (Karl Moor und sein Vater) from The Robbers (Die Räuber),Lovis Corinth,(German),-1858,-1925,(Male),-1923,Prints & Illustrated Books," 1,361 "
Providence,Harry Callahan,(American),-1912,-1999,(Male),1984,Photography, 976 
London,Bill Brandt,(British),-1904,-1983,(Male),1953,Photography," 1,172 "
Untitled (New Perspective on Floors I),Allen Jones,(British),-1937,,(Male),1966,Prints & Illustrated Books," 1,229 "
Festons und Dekorative Gruppen,Unknown,(),,,(),1893,Photography," 1,380 "
In-text plate (page 161) from THE WORKS,Edward Burne-Jones,(British),-1833,-1898,(Male),1893-1896,Prints & Illustrated Books," 1,329 "
I Got Up...,On Kawara,(Japanese),-1933,,(Male),1970,Drawings," 1,006 "
Prototype forPaper Fluxwork,Willem de Ridder,(Dutch),-1939,,(Male),c. 1965,Fluxus Collection, 970 
Carrousel,Eugène Atget,(French),-1857,-1927,(Male),c. 1899-1927,Photography," 1,177 "
Telephone Lady,William Kentridge,(South African),-1955,,(Male),2000,Prints & Illustrated Books, 916 
Helene Mayer,Imogen Cunningham,(American),-1883,-1976,(Female),1936,Photography," 1,257 "
"Duplicate of plate from page 4 (supplementary suite, plate 1) from MODE D'EMPLOI",Hans Bellmer,(German),-1902,-1975,(Male),1967,Prints & Illustrated Books," 1,198 "
Soft Plate,Marco Maggi,(Uruguayan),-1957,,(Male),-2003,Drawings," 1,407 "
by Alison Knowles,Alison Knowles,(American),-1933,,(Female),c. 1965,Prints & Illustrated Books, 916 
Structure Studies,Jan Dibbets,(Dutch),-1941,,(Male),1973,Photography," 1,280 "
Find the End / A Fluxgame,Jack Coke’s Farmer’s Co-op,(),,,(),c. 1969,Prints & Illustrated Books," 1,290 "
Untitled,Marc Brandenburg,(German),-1965,,(Male),2001,Drawings," 1,252 "
In-text plate (page 387) from LA 628-E8,Pierre Bonnard,(French),-1867,-1947,(Male),1908,Prints & Illustrated Books," 1,357 "
"Headpiece (after André Mare, page 117) from ARCHITECTURES",André Chapon,(French),,,(Male),1921,Prints & Illustrated Books," 1,380 "
"Plate (volume I, folio 73) from FORMULATION: ARTICULATION",Josef Albers,(American),-1888,-1976,(Male),1970-1972,Prints & Illustrated Books," 1,393 "
"Wolf Lake Amusement Park for Edward C. Waller, project, Chicago area, IL",Frank Lloyd Wright,(American),-1867,-1959,(Male),1895,Architecture & Design," 1,067 "
"Court House Project, Plan",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),c. 1935,Architecture & Design," 1,249 "
"Scanno, Italy",Henri Cartier-Bresson,(French),-1908,-2004,(Male),1951,Photography, 939 
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,317 "
Under the Volcano,Pierre Alechinsky,(Belgian),-1927,,(Male),1968,Prints & Illustrated Books, 936 
Plate (folio 12) from LA VITTORIA,Jean Tinguely,(Swiss),-1925,-1991,(Male),1970-1972,Prints & Illustrated Books," 1,049 "
Old City Architecture (Alte Stadt-Architektur),Paul Klee,(German),-1879,-1940,(Male),1924,Drawings," 1,128 "
Headpiece (page 121) from POÈMES,Maurice Denis,(French),-1870,-1943,(Male),1936-1942,Prints & Illustrated Books," 1,470 "
Broken Rungs Cause Broken Limbs - Examine Ladders Before Use,Thomas Eckersley,(British),-1914,-1997,(Male),1941,Architecture & Design, 958 
City/Uncity from Untitled,Pae White,(American),-1963,,(Female),1999,Prints & Illustrated Books," 1,024 "
Moment,Olivia Parker,(American),-1941,,(Female),1976,Photography," 1,466 "
Untitled,Jack Pierson,(American),-1960,,(Male),2003,Drawings," 1,284 "
"Variant of Head of a Girl (Tête de jeune fille) (2nd supplementary suite, plate 5) from Du Cubisme",Marie Laurencin,(French),-1883,-1956,(Female),1947,Prints & Illustrated Books," 1,086 "
"Matador Pledging the Death of the Bull, plate 16 from the illustrated book La Tauromaquia",Pablo Picasso,(Spanish),-1881,-1973,(Male),1957-1959,Prints & Illustrated Books," 1,199 "
Tailpiece (page 39) from IMAGES D'UNE PETITE VILLE ARABE,Albert Marquet,(French),-1875,-1947,(Male),1947,Prints & Illustrated Books," 1,106 "
US,Edward Ruscha,(American),-1937,,(Male),1994,Prints & Illustrated Books," 1,404 "
"Bergische Bauernscheune, Junkersholz, Leichlingen, September 29th, 2009",Christopher Williams,(American),-1956,,(Male),2010,Photography," 1,221 "
"New Orleans, Louisiana",Lee Friedlander,(American),-1934,,(Male),1979,Photography," 1,237 "
VERSAILLES -- VÉNUS PAR LEGROS,Eugène Atget,(French),-1857,-1927,(Male),1923-1924,Photography, 910 
Untitled,Unknown,(),,,(),c. 1910,Photography," 1,061 "
Headpiece (page vii) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,(French),-1870,-1943,(Male),1893-1903,Prints & Illustrated Books, 994 
Untitled,Victor Schrager,(American),-1950,,(Male),1990,Photography," 1,146 "
Two Nude Women (Les Deux femmes nues),Pablo Picasso,(Spanish),-1881,-1973,(Male),1946,Prints & Illustrated Books, 979 
Untitled from Eucalyptus (Eukalyptus),Jorge Pardo,(American),-1963,,(Male),1997,Prints & Illustrated Books," 1,003 "
Black-Billed Cuckoo,Barbara Bosworth,(American),-1953,,(Female),2005,Photography," 1,437 "
"Sunset, Earthquake, Loneliness",José Leonilson,(Brazilian),-1957,-1993,(Male),1990,Drawings," 1,240 "
"ANTIOPE, plate I (page 15) from THESEUS",Massimo Campigli,(Italian),-1895,-1971,(Male),1949,Prints & Illustrated Books," 1,306 "
"MICON OFFERING THE BRANCHING ANTLERS OF A STAG (in-text plate, page 67) from LES ÉGLOGUES",Aristide Maillol,(French),-1861,-1944,(Male),1912-1926,Prints & Illustrated Books," 1,094 "
"Fourre-Tout, No. 3",Ben Vautier,(French),-1935,,(Male),1968,Prints & Illustrated Books," 1,350 "
"DISPUTE (supplementary suite, plate 3) from MATERNITÉ",Marc Chagall,(French),-1887,-1985,(Male),1925-1926,Prints & Illustrated Books, 927 
Notre Dame de Paris,László Moholy-Nagy,(American),-1895,-1946,(Male),1925,Photography," 1,292 "
Untitled (page from Sump),Jerome Neuner,(American),-1945,,(Male),1994,Photography, 998 
Nothing at All Richard Dadd,Jasper Johns,(American),-1930,,(Male),1992,Drawings," 1,189 "
Clear the Way!!,Howard Chandler Christy,(American),-1872,-1952,(Male),1918,Architecture & Design, 910 
"Mary Steichen, Huntington, Long Island",Edward Steichen,(American),-1879,-1973,(Male),1905-1906,Photography," 1,384 "
Untitled from The New York Collection for Stockholm,Red Grooms,(American),-1937,,(Male),1973,Prints & Illustrated Books," 1,307 "
Cammell Hudson and Brownjohn Associates Limited,Robert Brownjohn,(American),-1925,-1970,(Male),1964-1967,Architecture & Design," 1,398 "
"A Full Grown Coffee Tree (Its Berries), Las Nubes",Eadweard J. Muybridge,(American),-1830,-1904,(Male),1875,Photography," 1,291 "
"Cover of Architectural and Engineering News, January 1961",Robert Brownjohn,(American),-1925,-1970,(Male),1961,Architecture & Design," 1,300 "
"Western Addition, San Francisco, California",Dorothea Lange,(American),-1895,-1965,(Female),1951,Photography," 1,066 "
Colored Rhythm: Study for the Film,Léopold Survage,(French),-1879,-1968,(Male),-1913,Drawings," 1,247 "
Reclining Chair without Arms (Perspective sketch),Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1934,Architecture & Design," 1,056 "
Tapping,Kerry Tribe,(American),-1973,,(Female),2009,Media and Performance Art," 1,266 "
"Progressive proof of first 3 colors for Plate 11 (supplementary suite, plate 133) from FOUR TALES FROM THE ARABIAN NIGHTS",Marc Chagall,(French),-1887,-1985,(Male),1941-1948,Prints & Illustrated Books, 905 
"HUNT, progressive proof of all 3 colors (supplementary suite, plate 15) from ANVOUAIAJE PAR IN NINBESIL AVEC DE ZIMAJE",Jean Dubuffet,(French),-1901,-1985,(Male),1949-1950,Prints & Illustrated Books," 1,112 "
Untitled from the portfolio ONE TWO THREE (A Homage to Pablo Casals),Robert Goodnough,(American),-1917,-2010,(Male),1968,Prints & Illustrated Books," 1,242 "
Portrait of Young Man Seated,Unknown,(),,,(),c. 1865,Photography," 1,245 "
General George A. Custer and Wife,Mathew B. Brady (studio of),(American),-1823,-1896,(Male),1861-1865,Photography," 1,422 "
Headpiece (page 58) from POÈME DE L'ANGLE DROIT,Le Corbusier (Charles-Édouard Jeanneret),(French),-1887,-1965,(Male),1947-1955,Prints & Illustrated Books," 1,228 "
"Poster for Berlin, Die Sinfonie der Grosstadt (Berlin, Symphony of the Metropolis)",Unknown,(American),,,(),1927,Architecture & Design," 1,035 "
Untitled from The Nude,Carroll Dunham,(American),-1949,,(Male),2011-2012,Prints & Illustrated Books," 1,390 "
Parkett no. 20,Various Artists,(Various),,,(),1989,Prints & Illustrated Books, 920 
Calotypes by D.O. Hill,David Octavius Hill,(British),-1802,-1870,(Male),1843-1847,Photography," 1,321 "
Underwear from The Hundred Videos,Steve Reinke,(Canadian),-1963,,(Male),1996,Media and Performance Art," 1,125 "
"Untitled, from Eurana Park, Weatherly, Pennsylvania",Judith Joy Ross,(American),-1946,,(Female),1982,Photography, 942 
Sawyers at Work,John Thomson,(British),-1837,-1921,(Male),1874,Photography," 1,040 "
"Sherlock, Jr.",Buster Keaton,(American),-1895,-1966,(Male),1924,Film," 1,039 "
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,(American),-1947,,(Female),-1984,Drawings," 1,080 "
"Aerial view: ash-covered snow, snow-covered ash. East flank of Mount St. Helens",Frank Gohlke,(American),-1942,,(Male),1982,Photography," 1,347 "
(Untitled) (from TIMES SQUARE),Lou Stoumen,(American),-1917,,(Male),1940,Photography," 1,122 "
In-text plate (page 19) from LA RÉVOLTE DES ANGES,Kees van Dongen,(French),-1877,-1968,(Male),1946-1951,Prints & Illustrated Books," 1,495 "
"Fireworks, 4th July",Pearl Blauvelt,(American),-1893,-1987,(Female),c. 1940,Drawings," 1,083 "
"Rosenwald School, Hampton Normal and Agricultural Institute, Virginia Project (Plan)",Frank Lloyd Wright,(American),-1867,-1959,(Male),1928,Architecture & Design," 1,110 "
Constance Leslie,Alfred Leslie,(American),-1927,,(Male),1976,Drawings," 1,220 "
New Jersey,Lee Friedlander,(American),-1934,,(Male),1969,Photography," 1,118 "
Isadora Duncan,Abraham Walkowitz,(American),-1878,-1965,(Male),(1931-1933),Drawings," 1,371 "
"30th Street West, West Lethbridge (Morning)",Geoffrey James,(Canadian),-1942,,(Male),1997,Photography," 1,410 "
Brushstroke,Roy Lichtenstein,(American),-1923,-1997,(Male),1965,Prints & Illustrated Books," 1,440 "
"Versailles, Vénus sortant du bain par Legros",Eugène Atget,(French),-1857,-1927,(Male),1923-1924,Photography," 1,317 "
Trianon,Eugène Atget,(French),-1857,-1927,(Male),1922-1923,Photography," 1,154 "
Vase. Square Bon Marché,Eugène Atget,(French),-1857,-1927,(Male),1907,Photography," 1,425 "
The Box,Bruce Conner,(American),-1933,-2008,(Male),1960,Painting & Sculpture, 927 
Parc de Sceaux,Eugène Atget,(French),-1857,-1927,(Male),1919-1921,Photography," 1,359 "
Plate (folio 21 verso) from DER MOSAIKELEFANT UND ANDERE GEDICHTE,Bernhard Luginbühl,(Swiss),-1929,-2011,(Male),1984,Prints & Illustrated Books," 1,119 "
"Neue Wache War Memorial, project, Berlin-Mitte, Germany, Two interior perspectives",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1930,Architecture & Design," 1,474 "
Beauvais. Portail cathédrale,Eugène Atget,(French),-1857,-1927,(Male),1904,Photography," 1,345 "
Color separation (1) for Familiar Earth (Terre familière) from the portfolio Spaces and Places (Aires et lieux) from Phenomena (Les Phénomènes),Jean Dubuffet,(French),-1901,-1985,(Male),-1966,Prints & Illustrated Books," 1,363 "
"Sumter, Georgia",William Eggleston,(American),-1939,,(Male),1976,Photography," 1,448 "
Plate 24 (folio 26) from MALELADE,Georg Baselitz,(German),-1938,,(Male),1988-1990,Prints & Illustrated Books," 1,038 "
"Richmond, California. (pair of windows)",Dorothea Lange,(American),-1895,-1965,(Female),1944,Photography," 1,327 "
Farewell to Faust from S.M.S. No. 2,George Reavey,(Irish),-1907,-1976,(Male),1968,Prints & Illustrated Books," 1,198 "
The Language of Fashion (El lenguaje de la moda),Juan Luis Martinez,(Chilean),-1942,-1993,(Male),1979,Drawings," 1,183 "
Pliers,Jim Dine,(American),-1935,,(Male),1962,Prints & Illustrated Books," 1,092 "
Sets of Color from Robho to Storage,Cheyney Thompson,(American),-1975,,(Male),2006,Prints & Illustrated Books," 1,450 "
Folio 3 from Utinoe gnezdyshko... durnykh slov (A Little Duck's Nest... of Bad Words),Olga Rozanova,(Russian),-1886,-1918,(Female),1913,Prints & Illustrated Books, 967 
Programmed Picture,Herbert W. Kapitzki,(Nationality unknown),,,(Male),1964,Prints & Illustrated Books," 1,414 "
Untitled from Dominoes,Donald Sultan,(American),-1951,,(Male),1990,Prints & Illustrated Books," 1,179 "
Drumming / Music for Mallet Instruments / Voices and Organ / Six Pianos,Steve Reich,(American),-1936,,(Male),1974,Prints & Illustrated Books," 1,132 "
Marionette (2),Ian Hamilton Finlay,(British),-1925,-2006,(Male),1978,Prints & Illustrated Books, 996 
Galleon,Lyonel Feininger,(American),-1871,-1956,(Male),1940,Drawings," 1,403 "
"Pre-Fabricated Sheet Steel Farm Units, project",Frank Lloyd Wright,(American),-1867,-1959,(Male),1932,Architecture & Design," 1,144 "
Rhineland Madrigal Choir,August Sander,(German),-1876,-1964,(Male),1925,Photography," 1,097 "
Colophon from Moonstrips Empire News,Eduardo Paolozzi,(British),-1924,-2005,(Male),1967,Prints & Illustrated Books, 939 
Boundary Layers / 2,Terry Winters,(American),-1949,,(Male),2002,Drawings," 1,137 "
Paris,Henri Cartier-Bresson,(French),-1908,-2004,(Male),1932,Photography," 1,313 "
Hairbrush,Unknown,(Nationality unknown),,,(),c. 1900,Architecture & Design," 1,302 "
Charlie Rose Guest,John Currin,(American),-1962,,(Male),-1998,Drawings," 1,146 "
By the Window,Andro Wekua,(Georgian),-1977,,(Male),2008,Media and Performance Art," 1,453 "
"ONE ROOM SCHOOLHOUSE, LANCASTER, PENNSYLVANIA, 1962",George A. Tice,(American),-1938,,(Male),1962,Photography," 1,346 "
Private Sammlung 3 from Book Drafts,Rosemarie Trockel,(German),-1952,,(Female),1989,Drawings," 1,294 "
"Farnsworth House, Plano, Illinois (Wood panelling detail. Section.)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1945-1951,Architecture & Design," 1,221 "
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,355 "
"Wolf House, Gubin, Poland (Ground floor plan)",Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1925-1927,Architecture & Design," 1,272 "
"Salt Flats near Wendover, Utah",Ansel Adams,(American),-1902,-1984,(Male),c. 1948,Photography," 1,242 "
Second Sails 7 from Second Sails (To James Abbott McNeill Whistler),Dan Flavin,(American),-1933,-1996,(Male),1978,Prints & Illustrated Books," 1,072 "
Cat-Tails for Two,Robert McKimson,(American),-1910,-1977,(Male),1953,Film, 945 
Forest,Ryuichi Yamashiro,(Japanese),-1920,,(Male),1954,Architecture & Design," 1,492 "
Untitled from Fluxus 1,Unknown,(),,,(),1964,Prints & Illustrated Books," 1,178 "
POINT OF CONTACT IV,Victor Pasmore,(British),-1908,-1998,(Male),-1965,Prints & Illustrated Books," 1,200 "
"63 cancelled copperplates for Six Geometric Figures and All Their Combinations, Volume II",Sol LeWitt,(American),-1928,-2007,(Male),-1980,Prints & Illustrated Books," 1,497 "
Plate (page 6) from PASSION,Georges Rouault,(French),-1871,-1958,(Male),1928-1939,Prints & Illustrated Books," 1,361 "
